final_founding,STATE,DISTRICT_NAME,SCHOOL_NAME,vb_school,char_diff,kshetra,pranta,district,locality,loc2,lon,lat,avg_year
1987,Madhya Pradesh,SAGAR,SARASVATI SHISHU MANDIR MANDI,"SARASWATI SHISHU MANDIR, CHANDI MATA",0.75,Vidya Bharti Madhya Kshetra,Maha Koshal,Sagar,Sagar,"Sagar, Sagar, India",78.7378068,23.838805,1993.2727272727273
2001,Chhattisgarh,RAIPUR,PVT. SARASWATI SHISHU MANDIR CHANDKHURI,"SARASWATI SHISHU MANDIR, CHANDKHURI (FARM)",0.69047619047619,Vidya Bharti Madhya Kshetra,Chhattisgarh,Raipur,RAIPUR,"RAIPUR, Raipur, India",81.62964130000002,21.2513844,2001.5
1998,Chhattisgarh,MUNGELI,PS SARSWATI SHISHU MANDIR CHANDALI,"SARASWATI SHISHU MANDIR, CHANDLI",0.823529411764706,Vidya Bharti Madhya Kshetra,Chhattisgarh,Mungeli,lormi,"lormi, Mungeli, India",81.7030295,22.2729686,2004.125
1999,Madhya Pradesh,BHIND,SARASWATI SISHU MANDIR KANCHAN,"SARASWATI SHISHU MANDIR, CHANDOKHAR",0.7714286,Vidya Bharti Madhya Kshetra,Madhya Bharat,Bhind,Chandokhar,"Chandokhar, Bhind, India",78.3671565,26.5131728,1996.5333333333333
1990,Uttar Pradesh,ALIGARH,SARASWATI SHISHU MANDIR CHANDA,"SARASWATI SHISHU MANDIR, CHANDOS, ALIGARH",0.7317073,Vidya Bharti Paschimi Uttar Pradesh,Braj,Aligarh,CHANDOS,"CHANDOS, Aligarh, India",77.84926949999999,28.0797556,1995.5
1992,Madhya Pradesh,SAGAR,PVT. SARASWATI SHISHU MANDIR CHANDPUR,"SARASWATI SHISHU MANDIR, CHANDPUR",0.8378378,Vidya Bharti Madhya Kshetra,Maha Koshal,Sagar,Sagar,"Sagar, Sagar, India",78.7378068,23.838805,1992
2000,Uttar Pradesh,BIJNOR,SARASWATI SHISHU MANDIR NEHTOR,"SARASWATI SHISHU MANDIR, CHANDPUR BIJNOR",0.675,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Bijnor,Chandpur,"Chandpur, Bijnor, India",78.2675478,29.1355155,1993.3076923076924
2012,Madhya Pradesh,DINDORI,SARASWATI SISHU MANDIR CHHANTA (PS),"SARASWATI SHISHU MANDIR, CHANDRANI",0.7142857,Vidya Bharti Madhya Kshetra,Maha Koshal,Dindori,Dindori,"Dindori, Dindori, India",81.07684549999999,22.9417931,2012
2000,Madhya Pradesh,NEEMUCH,SARSVATI SHISHU MANDIR BHANPUR,"SARASWATI SHISHU MANDIR, CHANDRAPURA",0.7777778,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Manasa,"Manasa, Neemuch, India",75.140385,24.4748048,2003.1538461538462
2014,Madhya Pradesh,BALAGHAT,SARASWATI SHISHU MANDIR PATHRI-14,"SARASWATI SHISHU MANDIR, CHANGOTOLA NAGARWADA",0.6,Vidya Bharti Madhya Kshetra,Maha Koshal,Balaghat,Chagotola,"Chagotola, Balaghat, India",80.12471339999999,22.2278819,2000.5
1989,Madhya Pradesh,SAGAR,SARASVATI SHISHU MANDIR BHANGR,"SARASWATI SHISHU MANDIR, CHANNUA",0.8125,Vidya Bharti Madhya Kshetra,Maha Koshal,Sagar,Grakota,"Grakota, Sagar, India",79.1435963,23.7795115,1995.7272727272727
1998,Madhya Pradesh,UJJAIN,SARASWATI SHISHU MANDIR PALKHN,"SARASWATI SHISHU MANDIR, CHAPAKHEDA",0.7714286,Vidya Bharti Madhya Kshetra,Malwa,Ujjain,Chapakheda,"Chapakheda, Ujjain, India",76.2334278,23.7510598,1996.9
2001,Madhya Pradesh,DEWAS,SARSWATI SHISHU MANDIR PANDA,"SARASWATI SHISHU MANDIR, CHAPDA",0.8387097,Vidya Bharti Madhya Kshetra,Malwa,Dewas,Dewas,"Dewas, Dewas, India",76.0534454,22.9675929,1997.625
2006,Madhya Pradesh,NEEMUCH,SARASWATI SHISHU MANDIR HARWAR,"SARASWATI SHISHU MANDIR, CHAPLANA",0.8181818,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Manasa,"Manasa, Neemuch, India",75.140385,24.4748048,2003.157894736842
2000,Madhya Pradesh,BURHANPUR,SARASVATI SHISHU MANDIR CHAPORA,"SARASWATI SHISHU MANDIR, CHAPORA",0.9375,Vidya Bharti Madhya Kshetra,Malwa,Burhanpur,Chapora,"Chapora, Burhanpur, India",76.1957618,21.195232,2001.2307692307693
1992,Jharkhand,DEOGHAR,"SARSWATI SHISHU MANDIR, KHUN","SARASWATI SHISHU MANDIR, CHAPRI",0.8064516,Vidya Bharti Uttar Purav Kshetra,Jharkhand,Deoghar,MADHUPUR,"MADHUPUR, Deoghar, India",86.6467108,24.2659039,1997.6
2004,Chhattisgarh,JASHPUR,SARASWATI SHISHU MANDIR SHABDMUNDA,"SARASWATI SHISHU MANDIR, CHARAIDAND (JASHPUR)",0.6444444,Vidya Bharti Madhya Kshetra,Chhattisgarh,Jashpur,JASHPUR,"JASHPUR, Jashpur, India",84.1381159,22.8759331,2003.888888888889
1987,Chhattisgarh,KORIYA,SARASWATI SHISHU MANDIR KHADGAVA,"SARASWATI SHISHU MANDIR, CHARCHAKALRI",0.7567568,Vidya Bharti Madhya Kshetra,Chhattisgarh,Koriya,Charchakalri,"Charchakalri, Koriya, India",82.5565067,23.2713897,1995.5384615384614
2002,Madhya Pradesh,CHHINDWARA,SARASWATI SHISHU MANDIR LANGHA,"SARASWATI SHISHU MANDIR, CHARGAON",0.7878788,Vidya Bharti Madhya Kshetra,Maha Koshal,Chhindwara,Chhindwara,"Chhindwara, Chhindwara, India",78.9381729,22.057437,2002
1997,Uttar Pradesh,MUZAFFARNAGAR,SARSWATI SHISHU MANDIR VAHALNA,"SARASWATI SHISHU MANDIR, CHARTHAWAL MUZAFFARNAGAR",0.5918367,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Muzaffarnagar,Charthawal,"Charthawal, Muzaffarnagar, India",77.5920285,29.5439857,2002.142857142857
2010,West Bengal,BANKURA,SARASWATI SISHU MANDIR RASPAL,"SARASWATI SHISHU MANDIR, CHATAPUR",0.7575758,Vidya Bharti Purav Kshetra,Dakshin Banga,Bankura,Chatapur,"Chatapur, Bankura, India",86.9586539,23.0629174,2000.1333333333334
2005,Uttar Pradesh,SIDDHARTHNAGAR,SARASWATI SHISHU MANDIR UDAIPUR,"SARASWATI SHISHU MANDIR, CHATIA",0.7741935,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Siddharthnagar,Chatia,"Chatia, Siddharthnagar, India",82.8990512,27.2609289,1992.5
2003,Jharkhand,GIRIDIH,SARASWATI SHISHU MANDIR BHARKATTA,"SARASWATI SHISHU MANDIR, CHATRO, BHAYA- KHARGADIHA",0.6,Vidya Bharti Uttar Purav Kshetra,Jharkhand,Giridih,Khargadiha,"Khargadiha, Giridih, India",86.167546,24.4254427,2006.7142857142858
1995,Bihar,AURANGABAD (BIHAR),SARSWATI SHISHU MANDIR SRI KRISHNA NAGAR,"SARASWATI SHISHU MANDIR, CHATTI BAZAAR, DEO (AURANGABAD)",0.535714285714286,Vidya Bharti Uttar Purav Kshetra,Dakshin Bihar,Aurangabad,Aurangabad,"Aurangabad, Aurangabad, India",75.3433139,19.8761653,1994
1972,Uttarakhand,PITHORAGARH,SARSWATI SHISHU MANDIR DIDIHAT,"SARASWATI SHISHU MANDIR, CHAUBATI",0.7575758,Vidya Bharti Paschimi Uttar Pradesh,Uttarakhand,Pithoragarh,Chaubati,"Chaubati, Pithoragarh, India",80.1009796,29.7955939,1988
2007,Uttar Pradesh,FATEHPUR,SARASWATI SHIKSHA MANDIR SAUNH,"SARASWATI SHISHU MANDIR, CHAUK",0.7666667,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Fatehpur,Fatehpur,"Fatehpur, Fatehpur, India",80.7996035,25.9209503,1994.8333333333333
2006,Uttarakhand,CHAMPAWAT,"SARASWATI SHISHU MANDIR,BADOLI","SARASWATI SHISHU MANDIR, CHAUMEL LOHAGHAT",0.6341463,Vidya Bharti Paschimi Uttar Pradesh,Uttarakhand,Champawat,Lohaghat,"Lohaghat, Champawat, India",80.0842224,29.4041783,2000.125
1996,Madhya Pradesh,RATLAM,SARASVATI SHISHU MANDIR KARADI,"SARASWATI SHISHU MANDIR, CHAURANA",0.7878788,Vidya Bharti Madhya Kshetra,Malwa,Ratlam,Chaurana,"Chaurana, Ratlam, India",75.0377464,23.3252037,2002.7916666666667
2002,Madhya Pradesh,RATLAM,SARASWATI SHISHU MANDIR BACHODIYA,"SARASWATI SHISHU MANDIR, CHAURASI BADAYALA",0.6666667,Vidya Bharti Madhya Kshetra,Malwa,Ratlam,Chaurasi badayala,"Chaurasi badayala, Ratlam, India",75.0366677,23.3315103,2004
1995,Uttar Pradesh,BASTI,SARASWATI SHISHU MANDIR GAUSPU,"SARASWATI SHISHU MANDIR, CHAURI",0.8064516,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Basti,Chauri,"Chauri, Basti, India",82.2664774,26.8882695,1987.5833333333333
1952,Uttar Pradesh,GORAKHPUR,SARSWATI SHISHU MANDIR PUCCIBAG.,"SARASWATI SHISHU MANDIR, CHAURI CHAURA",0.6578947,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Gorakhpur,Chauri Chaura,"Chauri Chaura, Gorakhpur, India",83.5856087,26.650797,1993.2
2007,Madhya Pradesh,INDORE,SARASWATI SHISHU MANDIR KANADIYA,"SARASWATI SHISHU MANDIR, CHHADODA",0.8181818,Vidya Bharti Madhya Kshetra,Malwa,Indore,Chhadoda,"Chhadoda, Indore, India",75.4082506,22.6737427,1986.5833333333333
2012,Madhya Pradesh,DINDORI,SARASWATI SISHU MANDIR CHHANTA (PS),"SARASWATI SHISHU MANDIR, CHHANTA",0.8,Vidya Bharti Madhya Kshetra,Maha Koshal,Dindori,Dindori,"Dindori, Dindori, India",81.07684549999999,22.9417931,2011
2005,Madhya Pradesh,SAGAR,SARASWATI SISHU MANDIR CHITORA,"SARASWATI SHISHU MANDIR, CHHAPRA",0.84375,Vidya Bharti Madhya Kshetra,Maha Koshal,Sagar,Rehli,"Rehli, Sagar, India",79.06549489999999,23.6398907,1991.4871794871794
1984,Chhattisgarh,KAWARDHA,SARSWATI SHISHU MANDIR KAWARDHA,"SARASWATI SHISHU MANDIR, CHHATA (JHA)",0.72972972972973,Vidya Bharti Madhya Kshetra,Chhattisgarh,Kabirdham,kawardha,"kawardha, Kabirdham, India",81.23592819999999,22.0106092,1993.888888888889
1996,Bihar,SUPAUL,L.N SARSWATI SHISHU MANDIR BIRPUR,"SARASWATI SHISHU MANDIR, CHHATAPUR, SUPAUL",0.5238095,Vidya Bharti Uttar Purav Kshetra,Uttar Bihar,Supaul,Supaul,"Supaul, Supaul, India",86.6045134,26.1233718,1996.875
1991,Madhya Pradesh,SEONI,SARASWATI SHISHU MANDIR BAKHARI,"SARASWATI SHISHU MANDIR, CHHATARPUR",0.7428571,Vidya Bharti Madhya Kshetra,Maha Koshal,Seoni,Seoni,"Seoni, Seoni, India",79.5434841,22.0868691,1990.8461538461538
2003,Chhattisgarh,DHAMTARI,SARASWATI SHISHU MANDIR BORAI,"SARASWATI SHISHU MANDIR, CHHATI",0.8387097,Vidya Bharti Madhya Kshetra,Chhattisgarh,Dhamtari,Chhati,"Chhati, Dhamtari, India",81.6707967,20.7803724,2001.4615384615386
1991,West Bengal,PURBA MEDINIPUR,SARASWATI SISHU MANDIR,"SARASWATI SHISHU MANDIR, CHHATNI",0.6875,Vidya Bharti Purav Kshetra,Dakshin Banga,Purba Bardhaman,Chhatni,"Chhatni, Purba Bardhaman, India",87.85237099999999,23.239988,2006
2008,Madhya Pradesh,CHHINDWARA,SARSWATI SHISHU MANDIR TANSRAMAL,"SARASWATI SHISHU MANDIR, CHHATRAPUR, CHHINDWARA 480113",0.5185185,Vidya Bharti Madhya Kshetra,Maha Koshal,Chhindwara,Chhindwara,"Chhindwara, Chhindwara, India",78.9381729,22.057437,2008
1995,Uttar Pradesh,BASTI,SARASWATI SHISHU MANDIR GAUSPU,"SARASWATI SHISHU MANDIR, CHHAWANI",0.7575758,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Basti,Chhawani,"Chhawani, Basti, India",82.38112269999999,26.7752179,1986.9
2001,Uttar Pradesh,RAMPUR,SARASWATI SHISU MANDIR PRI TANDA,"SARASWATI SHISHU MANDIR, CHHIPIYAN PURANA GANJ RAMPUR",0.5471698,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Rampur,Rampur,"Rampur, Rampur, India",79.02202869999999,28.798299,1987
1989,Madhya Pradesh,SAGAR,PVT. SARASWATI SHISHU MANDIR CHHIRARI,"SARASWATI SHISHU MANDIR, CHHIRARI",0.8378378,Vidya Bharti Madhya Kshetra,Maha Koshal,Sagar,Sagar,"Sagar, Sagar, India",78.7378068,23.838805,1992.75
2005,Chhattisgarh,KAWARDHA,SARSWATI SHISHU MANDIR RAITAPARA,"SARASWATI SHISHU MANDIR, CHHIRPANI (PANDARIYA)",0.652173913043478,Vidya Bharti Madhya Kshetra,Chhattisgarh,Kabirdham,kawardha,"kawardha, Kabirdham, India",81.23592819999999,22.0106092,2000.857142857143
1993,Uttar Pradesh,KUSHINAGAR,SARSWATI SHISHU MANDIRDHARANIP,"SARASWATI SHISHU MANDIR, CHHITAUNI",0.7352941,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Kushinagar,Chhitauni,"Chhitauni, Kushinagar, India",83.9545758,27.1460847,1991.75
2008,Madhya Pradesh,INDORE,SARASWATI SHISHU MANDIR GOUTAMPURA,"SARASWATI SHISHU MANDIR, CHHOTA BANGARDA",0.7,Vidya Bharti Madhya Kshetra,Malwa,Indore,ChhotaBangarda,"ChhotaBangarda, Indore, India",75.8152625,22.7425932,1988.4666666666667
2008,Madhya Pradesh,INDORE,SARASWATI SHISHU MANDIR GOUTAMPURA,"SARASWATI SHISHU MANDIR, CHHOTA BANGDDA",0.6923077,Vidya Bharti Madhya Kshetra,Malwa,Indore,Chhota Bangdda,"Chhota Bangdda, Indore, India",75.81380879999999,22.7442863,1986.6923076923076
1991,Madhya Pradesh,SEONI,SARASWATI SHISHU MANDIR BAKHARI,"SARASWATI SHISHU MANDIR, CHHUI",0.8064516,Vidya Bharti Madhya Kshetra,Maha Koshal,Seoni,Seoni,"Seoni, Seoni, India",79.5434841,22.0868691,1991.45
1992,Chhattisgarh,RAJNANDGAON,SARASWATI SHISHU MANDIR CHUIKHADAN,"SARASWATI SHISHU MANDIR, CHHUIKHADAN",0.9444444,Vidya Bharti Madhya Kshetra,Chhattisgarh,Rajnandgaon,Chhuikhadan,"Chhuikhadan, Rajnandgaon, India",80.9955605,21.5250525,1999.888888888889
2008,Madhya Pradesh,RATLAM,SARSWATI SISHU MANDIR  CHIPIYA,"SARASWATI SHISHU MANDIR, CHIKLANA",0.7878788,Vidya Bharti Madhya Kshetra,Malwa,Ratlam,Chiklana,"Chiklana, Ratlam, India",75.0903154,23.7625696,2002.5
2006,Uttar Pradesh,PRATAPGARH,SARSWATI SISHU MANDIR CHIVILA,"SARASWATI SHISHU MANDIR, CHILBILA PRATAPGARH",0.6363636,Vidya Bharti Purvi Uttar Pradesh,Kashi,Pratapgarh,Chilbila,"Chilbila, Pratapgarh, India",82.00710509999999,25.9478579,2001.6363636363637
1969,Chhattisgarh,DURG,SARASWATI SHISHU MANDIR HIG,"SARASWATI SHISHU MANDIR, CHILPI",0.8387097,Vidya Bharti Madhya Kshetra,Chhattisgarh,Durg,Chilpi,"Chilpi, Durg, India",81.2849169,21.1904494,1986.4
1994,Madhya Pradesh,DATIA,SARASWATI SHIKSHA MANDIR,"SARASWATI SHISHU MANDIR, CHINA",0.7,Vidya Bharti Madhya Kshetra,Madhya Bharat,Datia,China,"China, Datia, India",78.4609182,25.6653168,1998.8181818181818
1989,Madhya Pradesh,MANDLA,"PVT. S.S. MANDIR, CHIRAIDONGRI","SARASWATI SHISHU MANDIR, CHIRAIDOGRI",0.6388889,Vidya Bharti Madhya Kshetra,Maha Koshal,Mandla,Chiraidogri,"Chiraidogri, Mandla, India",80.2850929,22.4130708,1996.2
2005,Madhya Pradesh,SAGAR,SARASWATI SISHU MANDIR CHITORA,"SARASWATI SHISHU MANDIR, CHITAURA",0.8787879,Vidya Bharti Madhya Kshetra,Maha Koshal,Sagar,Sagar,"Sagar, Sagar, India",78.7378068,23.838805,1990.6
1977,Uttar Pradesh,BALLIA,SARSWATI SHISHU MANDIR NAGARA,"SARASWATI SHISHU MANDIR, CHITBARAGAON",0.7027027,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Ballia,Chitbaragaon,"Chitbaragaon, Ballia, India",84.00087719999999,25.7348119,1982.357142857143
2001,Uttar Pradesh,MAHARAJGANJ,SARASWATI SHISHU MANDIR SONAULI,"SARASWATI SHISHU MANDIR, CHITUHNA",0.7575758,Vidya Bharti Purvi Uttar Pradesh,Goraksh,Maharajganj,Chituhna,"Chituhna, Maharajganj, India",83.5621737,27.1446035,2005
1999,Madhya Pradesh,NEEMUCH,SARSVATI SHISHU MANDIR MODI,"SARASWATI SHISHU MANDIR, CHOKDI",0.8064516,Vidya Bharti Madhya Kshetra,Malwa,Neemuch,Manasa,"Manasa, Neemuch, India",75.140385,24.4748048,2004.6
1999,Madhya Pradesh,REWA,SARASWATI SHISHU MANDIR KANTI,"SARASWATI SHISHU MANDIR, CHOKHANDI",0.8235294,Vidya Bharti Madhya Kshetra,Maha Koshal,Rewa,Chokhandi,"Chokhandi, Rewa, India",81.40317069999999,24.9905124,2003.5454545454545
2001,Madhya Pradesh,DAMOH,SARSWATI SHISHU MANDIR BHARATLA,"SARASWATI SHISHU MANDIR, CHOPARA CHANDI",0.7179487,Vidya Bharti Madhya Kshetra,Maha Koshal,Damoh,Chopara Chandi,"Chopara Chandi, Damoh, India",79.6782755,23.6734133,1995.5714285714287
2002,Madhya Pradesh,CHHINDWARA,SARASWATI SHISHU MANDIR LANGHA,"SARASWATI SHISHU MANDIR, CHOURAI",0.78125,Vidya Bharti Madhya Kshetra,Maha Koshal,Chhindwara,Chhindwara,"Chhindwara, Chhindwara, India",78.9381729,22.057437,2002
1990,Chhattisgarh,GARIABAND,SARASWATI SHISHU MANDIR PS CHHURA,"SARASWATI SHISHU MANDIR, CHURA",0.8787879,Vidya Bharti Madhya Kshetra,Chhattisgarh,Gariaband,Chura,"Chura, Gariaband, India",82.2080653,20.810803,1996
1998,Chhattisgarh,KORBA,SARASWATI SHISHU MANDIR HARAM,"SARASWATI SHISHU MANDIR, CHURI",0.8333333,Vidya Bharti Madhya Kshetra,Chhattisgarh,Korba,Churi,"Churi, Korba, India",82.60917169999999,22.4847192,1993.857142857143
1997,Uttar Pradesh,ALLAHABAD,SARSWATI SHISHUMANDIR U.P.S. NAYA N,"SARASWATI SHISHU MANDIR, CIVIL LINES, PRAYAGRAJ",0.5744681,Vidya Bharti Purvi Uttar Pradesh,Kashi,Allahabad,Prayagraj,"Prayagraj, Allahabad, India",81.846311,25.4358011,1996.2
1991,Jharkhand,CHATRA,SARSWATI SHISHU MANDIR HAFUA,"SARASWATI SHISHU MANDIR, COBNA, BHAYA-HUNTERGANJ",0.5625,Vidya Bharti Uttar Purav Kshetra,Jharkhand,Chatra,Hunterganj,"Hunterganj, Chatra, India",84.813774,24.4341431,1996.875
2007,Madhya Pradesh,AGAR MALWA,SARSWATI SHISHU MANDIR DABADIYA,"SARASWATI SHISHU MANDIR, DABADIYA",0.9393939,Vidya Bharti Madhya Kshetra,Malwa,Agar Malwa,Agar,"Agar, Agar Malwa, India",76.0094637,23.7137337,2005.7272727272727
1992,Chhattisgarh,MAHASAMUND,SARASWATI SHISHU MANDIR BASNA,"SARASWATI SHISHU MANDIR, DABHA",0.8666667,Vidya Bharti Madhya Kshetra,Chhattisgarh,Mahasamund,Dabha,"Dabha, Mahasamund, India",82.09596200000001,21.1124067,1999.9
2011,Madhya Pradesh,REWA,SARASWATI SHISHU MANDIR GADA,"SARASWATI SHISHU MANDIR, DADAR",0.9,Vidya Bharti Madhya Kshetra,Maha Koshal,Rewa,Dadar,"Dadar, Rewa, India",81.2105713,24.6143076,2005
2015,Madhya Pradesh,TIKAMGARH,PRI SARASWATI SHISHU MANDIR DADGAY BAL,"SARASWATI SHISHU MANDIR, DADGAO",0.73684210000000006,Vidya Bharti Madhya Kshetra,Maha Koshal,Tikamgarh,Dadgao,"Dadgao, Tikamgarh, India",78.8320779,24.7456147,2001.2727272727273
1992,Chhattisgarh,BEMETARA,SARASWATI SHISHU MANDIR BEMETARA,"SARASWATI SHISHU MANDIR, DADHI (BEMETARA)",0.7804878,Vidya Bharti Madhya Kshetra,Chhattisgarh,Bemetara,bemetara,"bemetara, Bemetara, India",81.5356149,21.7140253,1999.9
1989,Uttar Pradesh,MEERUT,SARASWATI SHISHU MANDIR BINAULI ROAD SARDHANA,"SARASWATI SHISHU MANDIR, DAHAR SARDHANA",0.7555556,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Meerut,Sardhana,"Sardhana, Meerut, India",77.6163803,29.1450749,1989
1997,Uttar Pradesh,BANDA,SARASWATI S. MANDIR BADAUSA,"SARASWATI SHISHU MANDIR, DAK BANLAW KE SAMNE",0.5454545,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Banda,Naraini,"Naraini, Banda, India",80.4729768,25.1877535,1997.4
2000,Madhya Pradesh,INDORE,SARASWATI SHISHU MANDIR DAKACHYA,"SARASWATI SHISHU MANDIR, DAKACHYA",0.969697,Vidya Bharti Madhya Kshetra,Malwa,Indore,Dakachya,"Dakachya, Indore, India",75.95503289999999,22.8575117,1999.111111111111
1995,Chhattisgarh,BALOD,SARASWATI SHISHU MANDIR KALANGPUR,"SARASWATI SHISHU MANDIR, DALLIRAJHARA PRIMARY",0.6444444,Vidya Bharti Madhya Kshetra,Chhattisgarh,Balod,DalliRajhara,"DalliRajhara, Balod, India",81.0711219,20.5814845,1999.9
2007,Uttar Pradesh,JHANSI,SARASWATI GYAN MANDIR-DAMELE CHAWK,"SARASWATI SHISHU MANDIR, DAMELE CHAUK",0.7567568,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Jhansi,Mauranipur,"Mauranipur, Jhansi, India",79.1365959,25.2462197,1991.125
2010,Madhya Pradesh,DINDORI,SARASWATI SISHU MANDIR BARGA (1-8),"SARASWATI SHISHU MANDIR, DANDBICHIYA",0.6666667,Vidya Bharti Madhya Kshetra,Maha Koshal,Dindori,Dindori,"Dindori, Dindori, India",81.07684549999999,22.9417931,2012
2002,West Bengal,PASCHIM MEDINIPUR,SARASWATI SHISHU MANDIR,"SARASWATI SHISHU MANDIR, DANTAN",0.7419355,Vidya Bharti Purav Kshetra,Dakshin Banga,Paschim Medinipur,Uttaraibar (Dantan ),"Uttaraibar (Dantan ), Paschim Medinipur, India",87.26929419999999,21.9088379,2000.076923076923
2005,Chhattisgarh,DANTEWADA,PVT MAA SARASWATI SHISHU MANDIR DANTEWADA,"SARASWATI SHISHU MANDIR, DANTEWADA",0.7804878,Vidya Bharti Madhya Kshetra,Chhattisgarh,Dantewada,Dantewada,"Dantewada, Dantewada, India",81.34743,18.8998486,1995.625
2000,Chhattisgarh,SURGUJA,SARASWATI SHISHU MANDIR PARSA,"SARASWATI SHISHU MANDIR, DARIMA",0.8709677,Vidya Bharti Madhya Kshetra,Chhattisgarh,Surguja,Darima,"Darima, Surguja, India",83.19437239999999,22.9951264,1995.5833333333333
1996,Uttarakhand,ALMORA,SARASWATI SHISHU MANDIR PANUA,"SARASWATI SHISHU MANDIR, DARMIYAN RANMAN",0.675,Vidya Bharti Paschimi Uttar Pradesh,Uttarakhand,Almora,Ranman,"Ranman, Almora, India",79.6207329,29.7743174,1999.2222222222222
2002,Madhya Pradesh,KATNI,SARASWATI SHISHU MANDIR CHARGAWAN,"SARASWATI SHISHU MANDIR, DASHRAMAN",0.7941176,Vidya Bharti Madhya Kshetra,Maha Koshal,Katni,katni,"katni, Katni, India",80.38938139999999,23.8343441,2004.2
2001,Chhattisgarh,KAWARDHA,PVT. M.S SARASWATI SHISHU MANDIR DASHRANGPUR,"SARASWATI SHISHU MANDIR, DASHRANGPUR",0.7727273,Vidya Bharti Madhya Kshetra,Chhattisgarh,Kabirdham,Dashrangpur,"Dashrangpur, Kabirdham, India",81.3802716,21.8870164,1993.875
2009,Madhya Pradesh,SHAJAPUR,SARASWATI SHISHU MANDIR DASTAKHEDI,"SARASWATI SHISHU MANDIR, DASTAKHEDI",0.9714286,Vidya Bharti Madhya Kshetra,Malwa,Shajapur,Dastakhedi,"Dastakhedi, Shajapur, India",76.44184729999999,23.4197761,2001.4285714285713
1995,Uttar Pradesh,JHANSI,SARASWATI SHISHU MANDIR KATERA,"SARASWATI SHISHU MANDIR, DATIYA DWAR BAAHAR",0.6511628,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Jhansi,Jhansi,"Jhansi, Jhansi, India",78.5684594,25.4484257,1990.4615384615386
1978,Madhya Pradesh,DEWAS,SARASWATI SHISHU MANDIR JAWAHAR CHOCK,"SARASWATI SHISHU MANDIR, DATTOTAR MANDI",0.7179487,Vidya Bharti Madhya Kshetra,Malwa,Dewas,Dattotar Mandi,"Dattotar Mandi, Dewas, India",75.94674979999999,23.2442711,1994.6315789473683
1980,West Bengal,DAKSHIN DINAJPUR,SARASWATI SHISHU MANDIR (BHOUR,"SARASWATI SHISHU MANDIR, DAULATPUR",0.7647059,Vidya Bharti Purav Kshetra,Uttar Banga,Dakshin Dinajpur,Daulatpur,"Daulatpur, Dakshin Dinajpur, India",88.3269552,25.3290095,1995.8333333333333
2004,Madhya Pradesh,BARWANI,SARASWATI SHISHU MANDIR BALKUA,"SARASWATI SHISHU MANDIR, DAWANA",0.8387097,Vidya Bharti Madhya Kshetra,Malwa,Barwani,Dawana,"Dawana, Barwani, India",75.27898689999999,22.0790476,1995.1739130434783
1984,Uttar Pradesh,JHANSI,SARASWATI SHISHU MANDIR GANDHI GANJ,"SARASWATI SHISHU MANDIR, DEEN DAYAL NAGAR",0.6829268,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Jhansi,Jhansi,"Jhansi, Jhansi, India",78.5684594,25.4484257,1990.090909090909
2014,Uttar Pradesh,BANDA,SARASWATI SHISHU MAND SHASTRI NGR,"SARASWATI SHISHU MANDIR, DEENDYAL NAGAR",0.6666667,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Banda,Banda,"Banda, Banda, India",80.3395498,25.4762689,1996.7857142857142
1995,Chhattisgarh,BALRAMPUR,SARASWAT SHISHU MANDIR B.PUR,"SARASWATI SHISHU MANDIR, DEEPADIH",0.7272727,Vidya Bharti Madhya Kshetra,Chhattisgarh,Balrampur,Deepadih,"Deepadih, Balrampur, India",83.7265548,23.2883817,1993.611111111111
1999,Madhya Pradesh,NARSIMHAPUR,SARASVATI SHISHU MANDIR DHAMNA,"SARASWATI SHISHU MANDIR, DEGUWAN",0.78125,Vidya Bharti Madhya Kshetra,Maha Koshal,Narsinghpur,Gotegoawn,"Gotegoawn, Narsinghpur, India",79.4844499,23.039731,1986.4
1997,Madhya Pradesh,DEWAS,SARASWATI SHISHU MANDIR THURIYA,"SARASWATI SHISHU MANDIR, DEHARIYA SAHU",0.7631579,Vidya Bharti Madhya Kshetra,Malwa,Dewas,Dewas,"Dewas, Dewas, India",76.0534454,22.9675929,1997
