final_founding,STATE,DISTRICT_NAME,SCHOOL_NAME,vb_school,char_diff,kshetra,pranta,district,locality,loc2,lon,lat,avg_year
2005,Uttar Pradesh,FIROZABAD,PURATAN SARSWATI VIDYA MANDIR H.S.S. SHIKOHABAD,"PRAHALAD RAY TIKMANI S.V.M. I.C., NEAR KAMVAL SINEMA, SHIKOHABAD",0.390625,Vidya Bharti Paschimi Uttar Pradesh,Braj,Firozabad,Shikohabad,"Shikohabad, Firozabad, India",78.58701119999999,27.1046449,1990.111111111111
1995,Uttar Pradesh,JAUNPUR,SARSWATI SHISHU MANDIR JAFRABAD,"PRAHALADARAY JHUNJHUNWALA SARASWATI SHISHU MANDIR, NAUPUR, THANAGADDI",0.4057971,Vidya Bharti Purvi Uttar Pradesh,Kashi,Jaunpur,Thanagaddi,"Thanagaddi, Jaunpur, India",82.9084682,25.5901435,1996.625
1952,Uttar Pradesh,FIROZABAD,NARAIN INTER COLLEGE SHIKOHABAD,PRAHLAD RAI TIKMANI SARASWATI INTER COLLEGE SHIKOHABAD,0.5555556,Vidya Bharti Paschimi Uttar Pradesh,Braj,Firozabad,SHIKOHABAD,"SHIKOHABAD, Firozabad, India",78.58701119999999,27.1046449,1981.625
1998,Uttar Pradesh,BULANDSHAHR,SARASWATI VIDYA MANDIR INTER COLLEGE,PRAHLAD SWAROOP SARASWATI VIDYA MANDIR INTER COLLEGE JAHANGIRABAD,0.553846153846154,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Bulandshahr,BULANDSHAHR,"BULANDSHAHR, Bulandshahr, India",77.8498292,28.406963,2001.2857142857142
1998,Uttar Pradesh,BULANDSHAHR,SARASWATI VIDYA MANDIR INTER COLLEGE,"PRAHLAD SWAROOP SARASWATI VIDYA MANDIR INTER COLLEGE, AHAR MARG, JAHANGIRABAD, BULANDSHAHR",0.4,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Bulandshahr,Bulandshahr,"Bulandshahr, Bulandshahr, India",77.8498292,28.406963,1995.375
2001,Punjab,JALANDHAR,BABA BALK NATH BAL VIDYA MANDIR MOD,"PRAKASHWATI SARVHITKARI VIDYA MANDIR, JALANDHAR",0.4680851,Vidya Bharti Uttar Kshetra,Punjab,Jalandhar,Jalandhar,"Jalandhar, Jalandhar, India",75.57618289999999,31.3260152,1981.7142857142858
2009,West Bengal,MURSHIDABAD,BHARATPUR SARASWATI S. VIDYAMANDIR,PRAN GOPAL DUTTA SMRITI SARASWATI VIDYAMANDIR,0.511111111111111,Vidya Bharti Purav Kshetra,Dakshin Banga,Murshidabad,KANDI,"KANDI, Murshidabad, India",88.0497145,23.9468005,2005
2008,West Bengal,HUGLI,PRONABANANDA SARASWATI SISHU MONDIR,"PRANABANANDA SARASWATI SHISHU MANDIR, SINGUR",0.75,Vidya Bharti Purav Kshetra,Dakshin Banga,Hooghly,Singur,"Singur, Hooghly, India",88.234481,22.814957,1990.923076923077
1996,West Bengal,HAORA,PROSAD SMRITI SARASWATI SISUMONDIR,"PRASAD SMRITI SARASWATI SHISHU MANDIR, TAJPUR",0.7111111,Vidya Bharti Purav Kshetra,Dakshin Banga,Howrah,Tajpur,"Tajpur, Howrah, India",87.9800273,22.5387174,1997.2727272727273
2006,Rajasthan,BHARATPUR,ASHOK ADRSH VIDYA MANDIR GAGWANA,PRATHAMIK ADARSH VIDYA MANDIR GOPALGARH,0.6666667,Vidya Bharti Rajasthan Kshetra,Jaipur,Bharatpur,Bharatpur,"Bharatpur, Bharatpur, India",77.5029996,27.2151863,2004.125
2006,Rajasthan,DAUSA,MAYA VIDHYA MANDIR BHANDARI,"PRATHAMIK ADARSH VIDYA MANDIR, BHANDARI",0.6153846,Vidya Bharti Rajasthan Kshetra,Jaipur,Dausa,Bhandari,"Bhandari, Dausa, India",76.557493,26.9107945,2000.44
2007,Rajasthan,SAWAI MADHOPUR,GIRLS SEC. ADARSH VIDYA MANDIR CITY SWM,"PRATHAMIK ADARSH VIDYA MANDIR, CITY",0.6410256,Vidya Bharti Rajasthan Kshetra,Jaipur,Sawai Madhopur,City,"City, Sawai Madhopur, India",76.3560109,26.012373,2009.111111111111
2006,Rajasthan,BHARATPUR,PRIMARY ADARSH VIDYA MANDIR KUMHER,"PRATHAMIK ADARSH VIDYA MANDIR, NONERA",0.6756757,Vidya Bharti Rajasthan Kshetra,Jaipur,Bharatpur,Nonera,"Nonera, Bharatpur, India",77.5029996,27.2151863,2004.125
1997,Rajasthan,TONK,SHIVA ADARSH VIDHYA MANDIR SCHOOL PALAI,"PRATHMIK ADARSH VIDYA MANDIR, SIROHI, NIWAI",0.60465120000000006,Vidya Bharti Rajasthan Kshetra,Jaipur,Tonk,Sirohi,"Sirohi, Tonk, India",76.06892409999999,26.3986682,1998.5454545454545
2006,Rajasthan,BHARATPUR,ASHOK ADRSH VIDYA MANDIR GAGWANA,"PRATHMIK ADRASH VIDYA MANDIR, WEIR, BHARATPUR",0.5555556,Vidya Bharti Rajasthan Kshetra,Jaipur,Bharatpur,WEIR,"WEIR, Bharatpur, India",77.1772737,27.0125772,2002.2142857142858
2010,Uttar Pradesh,UNNAO,RAM SAHY MEM PUB SCHOOL KUSHALPUR UNNAO,PRATHMIK VIDYALAY KANHAIYA PUBLIK SCHOOL FARHADPUR UNNAO,0.5357143,Vidya Bharti Purvi Uttar Pradesh,Awadh,Unnao,Unnao,"Unnao, Unnao, India",80.4878195,26.5393449,2009
2001,Punjab,PATIALA,SARAVHITKARI VIDIYA MANDIR,"PREM DHAM SARVHITKARI VIDYA MANDIR, PATIALA",0.5116279,Vidya Bharti Uttar Kshetra,Punjab,Patiala,Patiala,"Patiala, Patiala, India",76.3868797,30.3397809,2001
1999,Uttar Pradesh,MEERUT,SHRI RAM SARASWATI SHISHU MANDIR P.P,PREM KISHAN SARASWATI SHISHU MANDIR GREEN PARK  RAJPURA,0.5272727,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Meerut,Meerut,"Meerut, Meerut, India",77.7064137,28.9844618,1989.3333333333333
1946,Punjab,MOHALI,SARVHITKARI VIDYA MANDIR,"PREM SARITA SARVHITKARI MODEL SCHOOL, MALOYA, CHANDIGARH",0.375,Vidya Bharti Uttar Kshetra,Punjab,Sahibzada Ajit Singh Nagar,Chandigarh,"Chandigarh, Sahibzada Ajit Singh Nagar, India",76.71787259999999,30.7046486,1946
1995,Bihar,MUNGER,PREMANAND TIWARI SARSWATI SHISHU MANDIR KESHOPUR,"PREMANAND TIWARI SARASWATI SHISHU VIDYA MANDIR, KESHAVPUR JAMALPIUR",0.7014925,Vidya Bharti Uttar Purav Kshetra,Dakshin Bihar,Munger,Jamalpiur,"Jamalpiur, Munger, India",86.49340649999999,25.3180386,2000.625
1997,Uttar Pradesh,MEERUT,SARASWATI SHISHU MANDIR RAM NAGAR MRT,PREMKRISHANA SARASWATI SHISHU/VIDYA MANDIR RAJNAGAR MEERUT,0.5862069,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Meerut,"Rajpura, Meerut","Rajpura, Meerut, Meerut, India",77.7702406,29.0111853,1993.4
1969,Gujarat,BHARUCH,PRERNA VIDHYAMANDIR,PRENA VIDHYMANDIR SAJOD,0.652173913043478,Vidya Bharti Paschimi Kshetra,Gujarat,Bharuch,Sajod,"Sajod, Bharuch, India",72.9047112,21.6185086,1990.5
1991,Rajasthan,DAUSA,JAIMINI ADARSH VIDHYA MANDIR SS SCHOOL,PRIMARY  ADARSH VIDYA MANDIR SAINTHAL,0.6578947,Vidya Bharti Rajasthan Kshetra,Jaipur,Dausa,SAINTHAL,"SAINTHAL, Dausa, India",76.3116235,27.0340052,2001.125
2012,Rajasthan,SAWAI MADHOPUR,PRIMARY ADARSH VM KHANDAR,"PRIMARY A.V.M. NAYPUR ROAD, KHANDAR",0.5428571,Vidya Bharti Rajasthan Kshetra,Jaipur,Sawai Madhopur,Khandar,"Khandar, Sawai Madhopur, India",76.60372219999999,26.0065687,1997.375
1983,Rajasthan,JAIPUR,ADARSH V M  PS SCHOOL CHOMU,"PRIMARY A.V.M., NEAR TAHSIL CHOMU",0.4242424,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Tahsil,"Tahsil, Jaipur, India",75.7872709,26.9124336,1998.2
2009,Rajasthan,JAIPUR,PRIMARY ADARSH VIDHYA MANDIR MANSAROVAR,PRIMARY ADARSH VIDHYA MANDIR JANATA COLONY,0.7857143,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Janatacolony,"Janatacolony, Jaipur, India",75.83523819999999,26.9076941,1999
2009,Rajasthan,JAIPUR,PRIMARY ADARSH VIDHYA MANDIR MANSAROVAR,"PRIMARY ADARSH VIDHYA MANDIR, JHOTWARA",0.7692308,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Jhotwara,"Jhotwara, Jaipur, India",75.7455944,26.9545943,2000
2009,Rajasthan,JAIPUR,PRIMARY ADARSH VIDHYA MANDIR MANSAROVAR,"PRIMARY ADARSH VIDHYA MANDIR, MANSAROVAR",0.975,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Mansarovar,"Mansarovar, Jaipur, India",75.76277019999999,26.8504593,1999.4285714285713
2009,Rajasthan,JAIPUR,PRIMARY ADARSH VIDHYA MANDIR MANSAROVAR,"PRIMARY ADARSH VIDYA MANDIR ACHAROL, AMER",0.7804878,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Amer,"Amer, Jaipur, India",75.861032,26.9880088,2000.3636363636363
2009,Rajasthan,JAIPUR,PRIMARY ADARSH VIDHYA MANDIR MANSAROVAR,"PRIMARY ADARSH VIDYA MANDIR BANSKHO, BASSI",0.7619048,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Bassi,"Bassi, Jaipur, India",76.05211709999999,26.8419275,1994.3636363636363
2014,Rajasthan,KARAULI,PRIMARY AADARSH VIDHYA MANDIR SHRI MAHAVEERJI,"PRIMARY ADARSH VIDYA MANDIR DEEP BHANDAR KE PASS, SAPOTARA",0.5344828,Vidya Bharti Rajasthan Kshetra,Jaipur,Karauli,Sapotara,"Sapotara, Karauli, India",76.7495233,26.2941046,2011.8333333333333
2006,Rajasthan,DAUSA,ADARSH VIDHYA MANDIR BHANDARI WARD N. 7,"PRIMARY ADARSH VIDYA MANDIR NEAR KILLA, TAHSIL ROAD, MAHUVA CITY",0.40625,Vidya Bharti Rajasthan Kshetra,Jaipur,Dausa,Mahuva City,"Mahuva City, Dausa, India",71.7704631,21.0921598,2006.5
2006,Rajasthan,CHURU,ADARSH VIDYA MANDIR SEWA BASTI SUJANGARH,PRIMARY ADARSH VIDYA MANDIR SEVABASTI SUJANGARH,0.787234,Vidya Bharti Rajasthan Kshetra,Jaipur,Churu,sujangarh,"sujangarh, Churu, India",74.4642861,27.7044756,1995.7692307692307
1997,Rajasthan,JAIPUR,SEN SEC ADARSH VIDYA MANDIR SINDHI COLONY BANI PARK,"PRIMARY ADARSH VIDYA MANDIR SINDHI COLONY, BANIPARK, JAIPUR",0.7118644,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Banipark,"Banipark, Jaipur, India",75.793611,26.930559,2001.1333333333334
2009,Rajasthan,JAIPUR,PRIMARY ADARSH VIDHYA MANDIR MANSAROVAR,"PRIMARY ADARSH VIDYA MANDIR, 274, VRINDAVAN VIHAR, NEAR KEDARESHWAR MAHADEV, AGRA ROAD",0.4069767,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Agra Road,"Agra Road, Jaipur, India",75.83637,26.9109135,2000.75
1999,Rajasthan,DAUSA,RAMAN MAHARSI VIDYA MANDIR DAUSA,"PRIMARY ADARSH VIDYA MANDIR, BANDIKUI SAHAR",0.5813953,Vidya Bharti Rajasthan Kshetra,Jaipur,Dausa,Bandikuisahar,"Bandikuisahar, Dausa, India",76.5701145,27.0479959,1997.5384615384614
1979,Rajasthan,TONK,PS SARASWATI VIDHA MANDIR TODARAISINGH,"PRIMARY ADARSH VIDYA MANDIR, BHASU, TODARAISINGH",0.6041667,Vidya Bharti Rajasthan Kshetra,Jaipur,Tonk,Todaraisingh,"Todaraisingh, Tonk, India",75.4838259,26.0245037,1994.2
1993,Rajasthan,CHURU,ADRAS VIDYA MANDIR CHHAPAR,"PRIMARY ADARSH VIDYA MANDIR, CHHAPAR",0.6944444,Vidya Bharti Rajasthan Kshetra,Jaipur,Churu,Chhapar,"Chhapar, Churu, India",74.43790729999999,27.8185932,1998.4545454545455
2009,Rajasthan,JAIPUR,PRIMARY ADARSH VIDHYA MANDIR MANSAROVAR,"PRIMARY ADARSH VIDYA MANDIR, KHUTETA BHAVAN, KISHANGADH, RENWAL, FULERA",0.4788732,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Fulera,"Fulera, Jaipur, India",75.2454159,26.8767313,2001.8461538461538
2010,Rajasthan,TONK,ANKITA  ADARSH VIDHYA MANDIR  KARIRIYA,"PRIMARY ADARSH VIDYA MANDIR, LAVA",0.6315789,Vidya Bharti Rajasthan Kshetra,Jaipur,Tonk,Lava,"Lava, Tonk, India",75.5626039,26.3527887,1995.1764705882354
1999,Rajasthan,DAUSA,RAMAN MAHARSI VIDYA MANDIR DAUSA,"PRIMARY ADARSH VIDYA MANDIR, MEHANDIPUR, BALAJI",0.5106383,Vidya Bharti Rajasthan Kshetra,Jaipur,Dausa,Mehandipur Balaji,"Mehandipur Balaji, Dausa, India",76.7950506,26.9470318,2001.0714285714287
2009,Rajasthan,JAIPUR,PRIMARY ADARSH VIDHYA MANDIR MANSAROVAR,"PRIMARY ADARSH VIDYA MANDIR, NANGAL JAISA BOHRA",0.7021277,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Nangal jaisa bohra,"Nangal jaisa bohra, Jaipur, India",75.7335086,26.9755838,2001.4666666666667
2014,Rajasthan,KARAULI,PRIMARY AADARSH VIDHYA MANDIR SHRI MAHAVEERJI,"PRIMARY ADARSH VIDYA MANDIR, NEAR BUS STAND, SHASTHRI JI'S MAKAAN, KUDGAV, SAPOTARA",0.4216867,Vidya Bharti Rajasthan Kshetra,Jaipur,Karauli,Sapotara,"Sapotara, Karauli, India",76.7495233,26.2941046,2010.6666666666667
2014,Rajasthan,KARAULI,PRIMARY AADARSH VIDHYA MANDIR SHRI MAHAVEERJI,"PRIMARY ADARSH VIDYA MANDIR, NEAR JALDAY DEPARTMENT TANK, MAHWA ROAD, HINDON CITY",0.4074074,Vidya Bharti Rajasthan Kshetra,Jaipur,Karauli,Hindon,"Hindon, Karauli, India",77.02968369999999,26.7341201,2009.3636363636363
2014,Rajasthan,KARAULI,PRIMARY AADARSH VIDHYA MANDIR SHRI MAHAVEERJI,"PRIMARY ADARSH VIDYA MANDIR, NEAR KHADI BHANDAR, SAPOTRA",0.5535714,Vidya Bharti Rajasthan Kshetra,Jaipur,Karauli,Sapotra,"Sapotra, Karauli, India",76.7495233,26.2941046,2011.7272727272727
2002,Rajasthan,JAIPUR,PRIMERY ADARSH VIDHYA MANDIR VAISHALI PS,"PRIMARY ADARSH VIDYA MANDIR, PYAARE JI KI HAVELI, CHAKSU",0.6071429,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Chaksu,"Chaksu, Jaipur, India",75.9435991,26.6034639,1998.6153846153845
2013,Rajasthan,KARAULI,PRIMARRY ADARSH VIDHYA MANDIR MASALPUR,"PRIMARY ADARSH VIDYA MANDIR, TODABHEEM",0.7105263,Vidya Bharti Rajasthan Kshetra,Jaipur,Karauli,Todabheem,"Todabheem, Karauli, India",76.8158718,26.9166942,2005.2307692307693
1994,Rajasthan,JAIPUR,PRIMARY ADARSH VIDYA MANDIR,"PRIMARY ADARSH VIDYA MANDIR, TORADY",0.7714286,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Torady,"Torady, Jaipur, India",75.7872709,26.9124336,2000
1992,Rajasthan,BHARATPUR,NOOTAL ADARSH VIDYA MANDIR NADBAI WARD 13,"PRIMARY ADARSH VIDYA MANDIR, UPADHYAY PADA, NADBAI SHAHAR, BHARATPUR",0.4705882,Vidya Bharti Rajasthan Kshetra,Jaipur,Bharatpur,BHARATPUR,"BHARATPUR, Bharatpur, India",77.5029996,27.2151863,1993.8
1994,Rajasthan,JAIPUR,PRIMARY ADARSH VIDYA MANDIR,"PRIMARY AVM AGRAVAL MOHALLA, JOBNER",0.4285714,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,JOBNER,"JOBNER, Jaipur, India",75.37910959999999,26.9705527,1992.9166666666667
2014,Rajasthan,JAIPUR,MA JWALA ADARSH VIDHYA MANDIR SHAHPURA,"PRIMARY AVM JAGATPURA, VAYA-SAMOD, SHAHPURA",0.4418605,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Shahpura,"Shahpura, Jaipur, India",75.9611437,27.3842893,2000.7727272727273
2000,Rajasthan,DAUSA,JAIMANI ADARSH VIDHAYA MANDIR,"PRIMARY AVM SHIVAJI MOHALLA, MANDAWARI",0.4736842,Vidya Bharti Rajasthan Kshetra,Jaipur,Dausa,Mandawari,"Mandawari, Dausa, India",76.43606230000002,26.4829073,1999.7692307692307
1970,Rajasthan,SAWAI MADHOPUR,ARYA BAL P.S.  GANGAPUR CITY,"PRIMARY AVM, BALAJI CHOWK, GANGAPUR CITY",0.575,Vidya Bharti Rajasthan Kshetra,Jaipur,Sawai Madhopur,GANGAPUR CITY,"GANGAPUR CITY, Sawai Madhopur, India",76.73400939999999,26.4833211,1992.0588235294117
2009,Rajasthan,JAIPUR,PRIMARY ADARSH VIDHYA MANDIR MANSAROVAR,"PRIMARY AVM, HIDA KI MORI, TATKALESHWARPURI",0.3953488,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Tatkaleshwarpuri,"Tatkaleshwarpuri, Jaipur, India",75.7872709,26.9124336,1999.611111111111
2016,Rajasthan,KARAULI,MAA SHARDE ADARASH VIDHYA MANDIR VIDH.SHERPUR HINDAUN CITY,"PRIMARY AVM, SHIVCGHARAN SETH VALI'S GALI, PRITHVILAL'S DHARAMSHALLA SEOT, HINDON CITY",0.3604651,Vidya Bharti Rajasthan Kshetra,Jaipur,Karauli,Hindon City,"Hindon City, Karauli, India",77.02968369999999,26.7341201,1990.5
1995,Rajasthan,TONK,UPS ADRASH VIDYA MANDIR NAVEEN MANDI MALPURA,"PRIMARY BALIKA ADARSH VIDYA MANDIR, ADARSH NAGAR, MALPURA",0.5263158,Vidya Bharti Rajasthan Kshetra,Jaipur,Tonk,Malpura,"Malpura, Tonk, India",75.36966140000001,26.3005677,2000.3703703703704
2000,Rajasthan,JAIPUR,SARSWTI ADRSH VIDYA MANDIR KOTPUTLI,"PRIMARY BALIKA ADARSH VIDYA MANDIR, PAVTA, KOTPUTALI",0.5961538,Vidya Bharti Rajasthan Kshetra,Jaipur,Jaipur,Kotputali,"Kotputali, Jaipur, India",76.1942048,27.7054216,2001.8
1991,Rajasthan,SIKAR,ABN RAMGARH SHEKHAWATI,"PRIMARY BALIKA AVM RAMGARH MARG, FATEHPUR SHEKHAWATI",0.4038462,Vidya Bharti Rajasthan Kshetra,Jaipur,Sikar,FATEHPUR SHEKHAWATI,"FATEHPUR SHEKHAWATI, Sikar, India",74.9618826,27.9941409,1984
2005,Jharkhand,DUMKA,NEW SARSWATI SHISHU MANDIR CHARKA,PRIY ANJALI SARASWATI SHISHU MANDIR SITIKBONA,0.6,Vidya Bharti Uttar Purav Kshetra,Jharkhand,Dumka,Basukinath,"Basukinath, Dumka, India",87.07990769999999,24.3863547,2004.6
1995,Uttar Pradesh,MUZAFFARNAGAR,PARKASHWATI PREMCHAND SARSWATI V MANDIR HIGH SCHOOL MEERAPUR,"PRKSHMATI PREMCHAND SARASWATI VIDYA MANDIR, PANDV CHOK , MIRAPUR",0.6875,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Muzaffarnagar,MUJAFRNAGAR,"MUJAFRNAGAR, Muzaffarnagar, India",77.7085091,29.4726817,1998
2015,Uttar Pradesh,JAUNPUR,DAN BAHADUR SINGH INTER COLLEGE RAMNAGAR JAUNPUR,PRO RAJENDRA SINGH (RAJJU BHAIYA) S V M SHAHGANJ JAUNPUR,0.4285714,Vidya Bharti Purvi Uttar Pradesh,Kashi,Jaunpur,Shahganj,"Shahganj, Jaunpur, India",82.68148289999999,26.0564856,2003.1764705882354
1999,West Bengal,BANKURA,PRABODH CH.DUTTA SARASWATI SISHU MANDIR,"PROBODH CHANDRA DUTTA SARASWATI SHISHU MANDIR, LOKPUR",0.6981132,Vidya Bharti Purav Kshetra,Dakshin Banga,Bankura,Lokpur,"Lokpur, Bankura, India",87.54205789999999,23.0626011,2003.090909090909
2005,West Bengal,BANKURA,PRAHALLAD SMRITI SARASWATI SISHU MANDIR,"PROHOLAD SMRITI SARASWATI SHISHU MANDIR, BELIA",0.7608696,Vidya Bharti Purav Kshetra,Dakshin Banga,Bankura,Belia,"Belia, Bankura, India",86.9185854,23.2376621,2001.9
1998,Uttar Pradesh,MATHURA,DEEN DAYAL UPADHYAY MANDIR NAUJHIL,PT DEENDAYAL UPADHYAY S.B.V.M.JHADI HANUMAN MARG NAUHJHEEL MATHURA,0.4393939,Vidya Bharti Paschimi Uttar Pradesh,Braj,Mathura,Mathura,"Mathura, Mathura, India",77.673673,27.4924134,2000.4166666666667
2008,Uttar Pradesh,FATEHPUR,ARDSH SHISHU MANDIR DARAUTA LAL PUR,"PT DEENDAYAL UPADHYAY SARSWATI SHISHU MANDIR, CHAUDHARY FATEHPUR",0.390625,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Fatehpur,Chaudagara,"Chaudagara, Fatehpur, India",80.5868921,26.1272465,2003.7777777777778
1993,Uttar Pradesh,SULTANPUR,PS SARASVATI SHISHU MANDIR BANDHUA KALA,PT RAM BARAN SARASWATI SHISHU MANDIR PARMANPUR JAISINGHPUR SULTANPUR,0.4705882,Vidya Bharti Purvi Uttar Pradesh,Kashi,Sultanpur,SULTANPUR,"SULTANPUR, Sultanpur, India",82.06598579999999,26.2585371,1991.8947368421052
1998,Uttar Pradesh,BAREILLY,PT. SHYAMA CHARAN SARASWATI SHISHU MANDIR,"PT SHYAMA  CHARAN SARSWATI SHISHU MANDIR, ALAM GIRI",0.7254902,Vidya Bharti Paschimi Uttar Pradesh,Braj,Bareilly,BAREILLY,"BAREILLY, Bareilly, India",79.4304381,28.3670355,1995.6666666666667
2000,Uttar Pradesh,SITAPUR,P.S VIJAY LAXMI NAGAR,PT TAJRAM S.V. M. 540 VIJAY LAXMI NAGAR,0.5128205,Vidya Bharti Uttar Purav Kshetra,Uttar Bihar,Sitapur,Sitapur,"Sitapur, Sitapur, India",80.6789519,27.5680156,1991.6470588235295
1999,Uttar Pradesh,KANNAUJ,PT. AMBIKA PRASAD SHISHU MANDIR PS,"PT. AMBIKA PRASAD SARASWATI SHISHU MANDIR,  AUSER",0.6734694,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Kannauj,Auser,"Auser, Kannauj, India",79.796778,26.8484165,2003.611111111111
1999,Uttar Pradesh,KANNAUJ,PT. AMBIKA PRASAD SHISHU MANDIR PS,PT. AMBIKA PRASAD SSM AUSER,0.6764706,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Kannauj,Auser,"Auser, Kannauj, India",79.796778,26.8484165,1988.2222222222222
2004,Uttarakhand,NAINITAL,C.R.S. SARASWATI SHISHU MANDIR,PT. BADRIDUTT PALARIYA SARASWATI SHISHU MANDIR LAMACHOUR,0.4642857,Vidya Bharti Paschimi Uttar Pradesh,Uttarakhand,Nainital,Lamachour,"Lamachour, Nainital, India",79.4204532,29.2315924,1999.5
2005,Uttar Pradesh,SAMBHAL (BHIM NAGAR),SARASWATI SISHU MANDIR RAHOLI,"PT. BADRIPRSAD SARASWATI SHISHU MANDIR, NEHTA MAJHAWALI",0.4909091,Vidya Bharti Paschimi Uttar Pradesh,Meerut,Sambhal,SAMBHAL,"SAMBHAL, Sambhal, India",78.5717631,28.5903614,1999.1
1998,Uttar Pradesh,MAINPURI,MAA SARASWATI SHISHU MANDIR P.S. UJAGARPUR,"PT. DEEN DAYAL UPADHAYA SARASWATI SHISHU MANDIR, KURAWALI, MAINPURI",0.4626866,Vidya Bharti Paschimi Uttar Pradesh,Braj,Mainpuri,KURUWALI,"KURUWALI, Mainpuri, India",78.95981119999999,27.4001704,1997.111111111111
2000,Uttar Pradesh,MATHURA,PT. DEENDAYAL UPADHYAY GIRLS INTER COLLEGE,"PT. DEENDAYAL UPADHYAY SARASWATI VIDYA MANDIR SENIOR SECONDARY, DHEEN DAYAL DHAM FARAH",0.3953488,Vidya Bharti Paschimi Uttar Pradesh,Braj,Mathura,Dheen Dayal Dham Farah,"Dheen Dayal Dham Farah, Mathura, India",77.7584893,27.3182146,2001.75
1970,Uttar Pradesh,KANPUR NAGAR,PT. DEEN DAYAL UPADHYAY S.D. VIDYALAYA,"PT. DEENDAYAL UPADHYAYA SANATAN DHARM VIDYALAYA, NAWABGANJ",0.5862069,Vidya Bharti Purvi Uttar Pradesh,Kanpur,Kanpur Nagar,Kanpur,"Kanpur, Kanpur Nagar, India",80.3318736,26.449923,1993.6
1998,Uttar Pradesh,BAREILLY,PT. SHYAMA CHARAN SARASWATI SHISHU MANDIR,"PT. SHYAMACHARAN SARASWATI SHISHU MANDIR, INFRONT CHAMAN KOTHI, ALAMGIRIGANJ",0.5131579,Vidya Bharti Paschimi Uttar Pradesh,Braj,Bareilly,Alamgiriganj,"Alamgiriganj, Bareilly, India",79.4176391,28.3660054,2000.5555555555557
2008,Uttar Pradesh,SITAPUR,SARSWATI VIDHYA MANDIR SANKARPUR,PT. TEJRAM SARSWATI VIDYA MANDIR SITAPUR,0.6,Vidya Bharti Purvi Uttar Pradesh,Awadh,Sitapur,Sitapur,"Sitapur, Sitapur, India",80.6789519,27.5680156,1999.625
1998,Uttar Pradesh,AMBEDKAR NAGAR,SARASWATI SHISHU MANDIR JALALPUR,PT.DEEN DAYAL UPADHYAY SARASWATI SHISHU MANDIR RAJESULTANPUR,0.5,Vidya Bharti Purvi Uttar Pradesh,Awadh,Ambedkar Nagar,Ambedkar Nagar,"Ambedkar Nagar, Ambedkar Nagar, India",82.6915429,26.4683952,1991.076923076923
1946,Uttarakhand,NAINITAL,G.P.P.A.G.I.C RAM NAGAR,PT.G.D.D.S.V.M.I.C.CHHOI RAMNAGAR,0.5151515,Vidya Bharti Paschimi Uttar Pradesh,Uttarakhand,Nainital,Ramnagar,"Ramnagar, Nainital, India",79.1264997,29.3947643,1979.5
1982,Jharkhand,BOKARO,AWADH BIHARI SARASWATI SHISHU VIDYA MANDIR,"PTJM JYOTI SARASWATI SHISHU VIDYA MANDIR, PETARWAR",0.6,Vidya Bharti Uttar Purav Kshetra,Jharkhand,Bokaro,BOKARO,"BOKARO, Bokaro, India",86.15111200000001,23.6692956,1997
1998,Bihar,NALANDA,SARSWATI SHISHU MANDIR THARTHARI,"PTJM SARASWATI SHISHU MANDIR, BHARAVPAR GORAKSHINI",0.58,Vidya Bharti Uttar Purav Kshetra,Dakshin Bihar,Nalanda,Biharsharif,"Biharsharif, Nalanda, India",85.517437,25.2049738,1984.7777777777778
1978,Bihar,NALANDA,SARSWATI SHISHU MANDIR ALINAGAR,"PTJM SARASWATI VIDYA MANDIR, HASANPUR RAJGIR",0.5,Vidya Bharti Uttar Purav Kshetra,Dakshin Bihar,Nalanda,Rajgir,"Rajgir, Nalanda, India",85.4161642,25.0172573,1998
